session length: 20
sessions to play for each combine_formula: 3000



seed 1512398 

linear
(58, 1516)
(59, 1532)
(60, 1479)
(61, 1406)
(62, 1401)
(63, 1451)
(64, 1536)
(65, 1281)
(66, 1434)
(67, 1422)
(68, 1438)
(69, 1129)
(70, 1540)
(71, 1550)
(72, 1557)
(73, 1328)
(74, 1391)
(75, 1386)
(76, 1391)
(77, 1505)
(78, 1435)
(79, 1537)
(80, 1428)
(81, 1406)
(82, 1435)
(83, 1609)
(84, 1394)
(85, 1349)
(86, 1327)
(87, 1278)
(88, 1383)
(89, 1347)
(90, 1378)
(91, 1667)
(92, 1579)
(93, 1253)
(94, 1463)
(95, 1396)
(96, 1356)
(97, 1490)
(98, 1407)
142378
2999 2 2 


seed 6712362 

linear
(0, 253)
(1, 200)
(2, 339)
(3, 262)
(4, 329)
(5, 304)
(6, 160)
(7, 259)
(8, 258)
(9, 226)
(10, 193)
(11, 298)
(12, 294)
(13, 303)
(14, 455)
(15, 364)
(16, 207)
(17, 298)
(18, 356)
(19, 503)
(20, 449)
(21, 321)
(22, 351)
(23, 337)
(24, 317)
(25, 362)
(26, 444)
(27, 304)
(28, 377)
(29, 254)
(30, 478)
(31, 394)
(32, 88)
(33, 291)
(34, 324)
(35, 347)
(36, 263)
(37, 411)
(38, 217)
(39, 309)
(40, 240)
(41, 457)
(42, 452)
(43, 334)
(44, 360)
(45, 469)
(46, 517)
(47, 365)
(48, 327)
(49, 372)
(50, 545)
(51, 397)
(52, 201)
(53, 402)
(54, 400)
(55, 342)
(56, 368)
(57, 329)
(58, 533)
(59, 346)
(60, 385)
(61, 297)
(62, 515)
(63, 324)
(64, 331)
(65, 483)
(66, 297)
(67, 436)
(68, 526)
(69, 489)
(70, 463)
(71, 282)
(72, 262)
(73, 434)
(74, 478)
(75, 382)
(76, 402)
(77, 431)
(78, 358)
(79, 405)
(80, 527)
(81, 375)
(82, 345)
(83, 398)
(84, 415)
(85, 290)
(86, 425)
(87, 451)
(88, 525)
(89, 372)
(90, 515)
(91, 393)
(92, 709)
(93, 481)
(94, 463)
(95, 480)
(96, 722)
(97, 432)
(98, 617)
(99, 444)
37614

arithmetic
(0, -88)
(1, -55)
(2, 84)
(3, -58)
(4, 31)
(5, -68)
(6, -17)
(7, 16)
(8, -59)
(9, 41)
(10, -30)
(11, 60)
(12, 10)
(13, 53)
(14, 8)
(15, 30)
(16, -63)
(17, 121)
(18, -131)
(19, -8)
(20, -15)
(21, -6)
(22, 151)
(23, -49)
(24, 111)
(25, -5)
(26, 59)
(27, 42)
(28, -72)
(29, 145)
(30, 145)
(31, 43)
(32, 122)
(33, 130)
(34, 18)
(35, 93)
(36, 101)
(37, 26)
(38, -63)
(39, 147)
(40, 121)
(41, 40)
(42, 59)
(43, 86)
(44, 155)
(45, -1)
(46, 27)
(47, 43)
(48, 24)
(49, 106)
(50, 88)
(51, 32)
(52, 78)
(53, 57)
(54, 14)
(55, 4)
(56, 176)
(57, 37)
(58, 201)
(59, -116)
(60, 182)
(61, 104)
(62, 104)
(63, 37)
(64, 12)
(65, -125)
(66, 132)
(67, -27)
(68, -13)
(69, 39)
(70, 127)
(71, -45)
(72, 88)
(73, 194)
(74, 145)
(75, 142)
(76, -17)
(77, 13)
(78, 139)
(79, 56)
(80, 6)
(81, 186)
(82, 57)
(83, 105)
(84, 101)
(85, 45)
(86, 129)
(87, 185)
(88, 209)
(89, 33)
(90, 140)
(91, -75)
(92, 144)
(93, -23)
(94, 79)
(95, -117)
(96, 145)
(97, 166)
(98, 183)
(99, -119)
5097

pythagorean
(0, 301)
(1, 250)
(2, 387)
(3, 234)
(4, 222)
(5, 359)
(6, 118)
(7, 278)
(8, 300)
(9, 315)
(10, 326)
(11, 249)
(12, 426)
(13, 340)
(14, 259)
(15, 346)
(16, 335)
(17, 341)
(18, 310)
(19, 274)
(20, 327)
(21, 172)
(22, 362)
(23, 230)
(24, 359)
(25, 314)
(26, 299)
(27, 145)
(28, 287)
(29, 310)
(30, 295)
(31, 351)
(32, 204)
(33, 542)
(34, 175)
(35, 340)
(36, 335)
(37, 362)
(38, 274)
(39, 275)
(40, 239)
(41, 327)
(42, 418)
(43, 399)
(44, 360)
(45, 378)
(46, 230)
(47, 262)
(48, 299)
(49, 241)
(50, 140)
(51, 263)
(52, 423)
(53, 292)
(54, 439)
(55, 350)
(56, 341)
(57, 230)
(58, 303)
(59, 353)
(60, 362)
(61, 269)
(62, 378)
(63, 254)
(64, 313)
(65, 405)
(66, 615)
(67, 269)
(68, 303)
(69, 423)
(70, 277)
(71, 335)
(72, 403)
(73, 401)
(74, 258)
(75, 452)
(76, 328)
(77, 267)
(78, 324)
(79, 298)
(80, 373)
(81, 387)
(82, 401)
(83, 468)
(84, 512)
(85, 328)
(86, 415)
(87, 301)
(88, 327)
(89, 483)
(90, 369)
(91, 246)
(92, 451)
(93, 361)
(94, 269)
(95, 495)
(96, 276)
(97, 283)
(98, 362)
(99, 350)
32606

GMAB
(0, 253)
(1, 221)
(2, 328)
(3, 310)
(4, 65)
(5, 343)
(6, 244)
(7, 158)
(8, 172)
(9, -21)
