session length: 20
sessions to play for each combine_formula: 3000



seed 1512398 

linear
(0, 1)
(1, 4)
(2, 16)
(3, 6)
(4, -7)
(5, 7)
(6, 4)
(7, 0)
(8, 10)
(9, 13)
(10, -2)
(11, -14)
(12, 2)
(13, 11)
(14, 1)
(15, 4)
(16, -3)
(17, -11)
(18, -3)
(19, -15)
(20, 2)
(21, -1)
(22, 17)
(23, 10)
(24, -5)
(25, -5)
(26, 0)
(27, 16)
(28, 17)
(29, 13)
(30, 9)
(31, 28)
(32, 9)
(33, 4)
(34, -5)
(35, -8)
(36, -11)
(37, 15)
(38, 8)
(39, -2)
(40, -9)
(41, -21)
(42, 8)
(43, 11)
(44, 19)
(45, -6)
(46, -12)
(47, -6)
(48, 2)
(49, 0)
(50, 5)
(51, -5)
(52, 3)
(53, 11)
(54, 0)
(55, -4)
(56, 4)
(57, 6)
(58, 12)
(59, 6)
(60, -3)
(61, 4)
(62, 5)
(63, 30)
(64, -4)
(65, -1)
(66, 0)
(67, 17)
(68, 7)
(69, -1)
(70, 14)
(71, 10)
(72, 9)
(73, -5)
(74, 9)
(75, 10)
(76, 16)
(77, 10)
(78, 22)
(79, -10)
(80, 6)
(81, -7)
(82, -12)
(83, 0)
(84, -8)
(85, 5)
(86, 5)
(87, 1)
(88, -4)
(89, 0)
(90, 5)
(91, -7)
(92, -3)
(93, 32)
(94, -5)
(95, 14)
(96, 18)
(97, -3)
(98, 15)
(99, 11)
(100, -6)
(101, -2)
(102, -7)
(103, 8)
(104, -1)
(105, -5)
(106, -10)
(107, 2)
(108, -6)
(109, 23)
(110, 16)
(111, 2)
(112, 1)
(113, 3)
(114, -7)
(115, 5)
(116, 17)
(117, 17)
(118, 1)
(119, 0)
(120, 9)
(121, 20)
(122, -3)
(123, 10)
(124, 7)
(125, 22)
(126, 1)
(127, 6)
(128, 1)
(129, 10)
(130, -6)
(131, -4)
(132, 0)
(133, 16)
(134, 0)
(135, 2)
(136, -8)
(137, 5)
(138, 6)
(139, 2)
(140, 8)
(141, 7)
(142, 3)
(143, 7)
(144, 11)
(145, 6)
(146, -5)
(147, -1)
(148, 14)
(149, -6)
(150, 2)
(151, 5)
(152, 4)
(153, 9)
(154, 6)
(155, -10)
(156, -4)
(157, 5)
(158, 4)
(159, 16)
(160, 2)
(161, 12)
(162, -2)
(163, -1)
(164, 4)
(165, 1)
(166, -11)
(167, 20)
(168, 14)
(169, 28)
(170, 6)
(171, 11)
(172, 13)
(173, -5)
(174, 5)
(175, -6)
(176, 3)
(177, 15)
(178, -4)
(179, 29)
(180, 4)
(181, 15)
(182, -5)
(183, -5)
(184, -5)
(185, -2)
(186, 12)
(187, -9)
(188, 12)
(189, -5)
(190, 3)
(191, 2)
(192, 6)
(193, -9)
(194, -3)
